id,date,user,pc,activity
{F8M3-R2UA23JP-4885ZLYZ},01/06/2010 17:29:00,SMB0804,PC-6988,Logoff
{B6X8-A0HM56HD-8121EEZK},01/06/2010 17:29:00,SSH0799,PC-0902,Logoff
{F8K8-N8ND55PO-0359MJOX},01/06/2010 17:30:00,JMK0099,PC-2363,Logoff
{A6G0-X5YK32IR-5092PMLQ},01/06/2010 17:34:00,TCD0009,PC-6263,Logoff
{D0T2-C7IB65ZH-6771WBOK},01/06/2010 17:35:48,BSS0369,PC-9873,Logoff
{Q1T6-B7NT90IS-2087HCCO},01/06/2010 17:37:00,CIG0052,PC-7903,Logoff
{B5Y1-M9NX21FO-1089TUUV},01/06/2010 17:37:00,SLB0049,PC-6402,Logoff
{U8H7-Q7PV76BR-7361GJUY},01/06/2010 17:38:00,ATE0869,PC-1313,Logoff
{T3B5-Q7YY95BK-2921KCHZ},01/06/2010 17:38:00,NSS0876,PC-5910,Logoff
{Y5T2-S1YO03PY-0517CKWJ},01/06/2010 17:38:47,KJJ0293,PC-4124,Logoff
{N3P7-Q0VV18LO-6354TEMK},01/06/2010 17:38:55,WSR0241,PC-4124,Logon
{D7J9-O2IC87MB-4287OTZK},01/06/2010 17:39:00,CCM0855,PC-5382,Logoff
{J0B9-E8VK41OQ-7953TMVO},01/06/2010 17:40:00,HAM0985,PC-9010,Logoff
{R4V4-X9NY65FF-2711WBQM},01/06/2010 17:40:00,JCW0858,PC-2381,Logoff
{K5Y1-P1OB00ZQ-4928LZUJ},01/06/2010 17:40:00,KBC0054,PC-0181,Logoff
{C1H9-U3ZW94AP-4862OBHV},01/06/2010 17:40:00,QOS0878,PC-2211,Logoff
{O0O9-C7UE06MW-8405OBBY},01/06/2010 17:40:27,WSR0241,PC-4124,Logoff
{Z4W0-Z1DQ66WX-8634AQWB},01/06/2010 17:40:45,IUY0279,PC-4124,Logon
{F6E2-P5VX12QD-3633EKIC},01/06/2010 17:41:00,HCS0003,PC-3054,Logoff
{G1W7-D9UW23ST-9647YOWW},01/06/2010 17:41:00,SVS0871,PC-2335,Logoff
{T3F5-H2AW76UC-5270HXFN},01/06/2010 17:42:00,RUM0880,PC-8592,Logoff
{L4N8-A9RK10KR-8981DAWQ},01/06/2010 17:42:00,TDS0984,PC-7088,Logoff
{U4Z2-S3GJ31FD-0274UNNU},01/06/2010 17:43:00,HDD0789,PC-4518,Logoff
{F2E2-A4ED74OL-5159NHZD},01/06/2010 17:43:00,MKP0861,PC-7614,Logoff
{X9O0-X2ZR00JR-2439TTWE},01/06/2010 17:43:56,IUY0279,PC-4124,Logoff
{J8J5-I4JB11CE-7979JEIE},01/06/2010 17:43:59,LDG0459,PC-4124,Logon
{A9W9-S4BG81LU-5828WRNC},01/06/2010 17:45:00,CCR0863,PC-7342,Logoff
{R1E5-C0MI50RG-1063XSNM},01/06/2010 17:45:00,HBB0056,PC-1281,Logoff
{A3G6-K4GW87BM-5681CMWV},01/06/2010 17:45:00,JOL0024,PC-2094,Logoff
{X1G6-O2EE30RF-4600RBNO},01/06/2010 17:45:00,LTS0860,PC-1651,Logoff
{V2P9-E7MZ67HB-2596WLVS},01/06/2010 17:45:00,WXH0872,PC-9460,Logoff
{N6V4-L3NW10WN-6964JOHA},01/06/2010 17:45:00,YCE0983,PC-3764,Logoff
{S2P2-A7FA18NX-2423PQWK},01/06/2010 17:45:00,ZDW0859,PC-2066,Logoff
{N3M2-X0FI38BM-1736MLRJ},01/06/2010 17:46:00,WDO0870,PC-4690,Logoff
{O1Q3-O4FX16QN-0174DJCI},01/06/2010 17:47:00,FQA0854,PC-2582,Logoff
{Y5F9-B3IY49RC-9752OLQQ},01/06/2010 17:47:00,KMW0545,PC-3962,Logoff
{W0I3-A4ND26EH-6838MUUW},01/06/2010 17:48:00,DAG0558,PC-0494,Logoff
{E7B4-A9PF88XZ-4037CHPW},01/06/2010 17:48:00,GRM0868,PC-8443,Logoff
{C3U1-B6IW87QD-9989RNHA},01/06/2010 17:48:00,HPM0986,PC-0092,Logoff
{O2O2-J1VV23OH-9192XHFU},01/06/2010 17:48:00,HSP0290,PC-2439,Logoff
{T1Y2-A9MW72RF-0239WKBN},01/06/2010 17:48:00,JFC0557,PC-9179,Logoff
{Q7G8-F7ZX59SG-5910VDNW},01/06/2010 17:48:00,WLV0566,PC-7162,Logoff
{M2S0-A4AD81AS-7020OIDX},01/06/2010 17:49:00,IJM0139,PC-8089,Logoff
{O5E4-E6RN58DZ-3041DWMD},01/06/2010 17:49:00,PLH0862,PC-9669,Logoff
{I9D6-D2ZW60OP-6827ZALT},01/06/2010 17:50:00,CLF0852,PC-0647,Logoff
{G2O3-T3NN29QI-3900QBQJ},01/06/2010 17:50:00,CMS0454,PC-4155,Logoff
{A2V2-M6GF16FY-5890WQSZ},01/06/2010 17:50:00,HDJ0446,PC-3378,Logoff
{V4F2-P5RN06LZ-4305EHNW},01/06/2010 17:50:00,NAR0981,PC-6183,Logoff
{J7N9-G0QN76UN-4296UKRN},01/06/2010 17:50:09,LDG0459,PC-4124,Logoff
{D3D5-T5PI36YM-4663AATJ},01/06/2010 17:50:27,LUR0896,PC-4124,Logon
{E9V7-P6YE93GF-0135HQWZ},01/06/2010 17:51:00,AOB0019,PC-4479,Logoff
{V6W1-T2BJ43DS-2654AXRY},01/06/2010 17:51:00,BYP0070,PC-6621,Logoff
{G4R3-T4MB65SB-3434BYXL},01/06/2010 17:51:00,DRR0242,PC-5002,Logoff
{F4R6-J6YO39SI-8254HXVH},01/06/2010 17:51:00,FGW0853,PC-8055,Logoff
{F6B6-K5HK43ZX-5357MBOR},01/06/2010 17:51:00,KVS0425,PC-3296,Logoff
{L8G0-H0LG95XN-5733MJKN},01/06/2010 17:51:00,MAH0864,PC-2024,Logoff
{L8Y3-W8KW62JL-5490AGMN},01/06/2010 17:51:00,PTH0552,PC-0800,Logoff
{A4Y1-Z3OC43EZ-8435QKUZ},01/06/2010 17:51:00,RRC0553,PC-6672,Logoff
{C3Q2-T5EJ51QL-6290WPEW},01/06/2010 17:51:00,SCP0130,PC-2057,Logoff
{A4G6-G3WB86DR-2537WSQX},01/06/2010 17:51:00,ZJE0857,PC-9926,Logoff
{R9Z0-N3NX72RO-5222ISQJ},01/06/2010 17:52:00,JNA0559,PC-9423,Logoff
{S8H8-R7VL33QC-6741JZBI},01/06/2010 17:53:00,BHW0458,PC-2077,Logoff
{A4I0-I6SG29WE-4657EKHU},01/06/2010 17:53:00,HCW0419,PC-3772,Logoff
{M8S9-A0MN28WU-2285BYZV},01/06/2010 17:53:00,HRB0351,PC-0697,Logoff
{N6D8-K6PI11II-0747VVZU},01/06/2010 17:53:00,JMH0543,PC-7345,Logoff
{E3Q6-E7TT71TX-8462FCGZ},01/06/2010 17:53:00,OCS0865,PC-8309,Logoff
{X3E6-Q6UH33EF-5173BWSY},01/06/2010 17:53:00,RAM0447,PC-2697,Logoff
{S2G1-K2TL38QU-8508TIED},01/06/2010 17:53:00,RLG0856,PC-1998,Logoff
{G3B1-A6RL14PP-6629UACG},01/06/2010 17:53:18,LUR0896,PC-4124,Logoff
{D9M7-P3CB72OY-3558NSXK},01/06/2010 17:53:41,FIR0920,PC-4124,Logon
{Z8Y0-V2CZ40ET-5291URPV},01/06/2010 17:54:00,BMC0547,PC-3629,Logoff
{E7G9-B7XX55QU-4552HEFF},01/06/2010 17:54:00,HSD0457,PC-3622,Logoff
{B7H1-E3RW83ER-3428ELCM},01/06/2010 17:54:00,SBN0866,PC-8714,Logoff
{F0S3-L1TM08LW-6059XZDG},01/06/2010 17:54:00,SJW0451,PC-7902,Logoff
{E7H5-K8NE87GC-8505PFJG},01/06/2010 17:55:00,AIP0982,PC-3733,Logoff
{S1R0-S9BF00AP-6911UJBZ},01/06/2010 17:55:00,HGG0240,PC-1108,Logoff
{A1F1-V3CT38HJ-5371AGHB},01/06/2010 17:55:00,MAS0025,PC-2512,Logoff
{D8L9-V2US90YV-4237JCWZ},01/06/2010 17:55:00,NCK0295,PC-4895,Logoff
{C9B7-R8CY20UV-4806TXYE},01/06/2010 17:55:00,NLO0131,PC-6324,Logoff
{L7N9-S0ZH40DM-8921BRJP},01/06/2010 17:55:00,TIW0299,PC-5781,Logoff
{A8V6-X4AM04KJ-6818COGO},01/06/2010 17:55:55,BCR0581,PC-3847,Logoff
{L3L5-P5SG83MM-6725KOQU},01/06/2010 17:56:00,BMS0877,PC-2904,Logoff
{W3Z9-O0MY05IE-0785JYTW},01/06/2010 17:56:00,GCR0554,PC-0191,Logoff
{I9P3-X7PT90TR-5975LCDN},01/06/2010 17:56:00,KKW0879,PC-2531,Logoff
{G4C4-W8NA28ZY-5905NUQJ},01/06/2010 17:56:00,KSH0569,PC-1395,Logoff
{O5W6-Y6OW75CK-3911WQVV},01/06/2010 17:56:00,MDM0976,PC-2462,Logoff
{D4G3-J5OS20GR-5179IANV},01/06/2010 17:56:00,WKF0012,PC-9966,Logoff
{U2F1-P2KH67XO-2514UPAC},01/06/2010 17:57:00,APG0307,PC-6381,Logoff
{A5X6-G1CT13CE-1157RETV},01/06/2010 17:57:00,GHL0460,PC-6255,Logoff
{B4Y2-U9QI42CG-7113BJZV},01/06/2010 17:57:00,IUB0565,PC-5775,Logoff
{P2T6-C7HA47ZX-8586QJUE},01/06/2010 17:57:00,JCR0289,PC-2289,Logoff
{S8N4-Z0XE33EP-1931MVGF},01/06/2010 17:57:00,KRM0541,PC-4722,Logoff
{R1A6-I5VC08SX-4561VNYK},01/06/2010 17:57:00,LDD0560,PC-3683,Logoff
{W8W6-F1VU48TU-3985IIRX},01/06/2010 17:57:00,MLG0475,PC-7399,Logoff
{Y3P2-Z4DN39FV-8820BYSN},01/06/2010 17:57:00,ZSL0305,PC-2640,Logoff
{S8I6-S7XW24LB-6290FXDG},01/06/2010 17:58:00,AHM0410,PC-3686,Logoff
{N0O6-Y2FX14GD-3511PGHL},01/06/2010 17:58:00,AMJ0297,PC-6665,Logoff
{W9V1-U3NP26DQ-2991KYLG},01/06/2010 17:58:00,DPM0423,PC-2567,Logoff
{D5J1-W6UM88IM-9449RLRY},01/06/2010 17:58:00,EHB0420,PC-1586,Logoff
{K4B4-G6CR00LW-8291IRCM},01/06/2010 17:58:00,GHH0288,PC-4686,Logoff
{B3F7-M8QB44BB-5915GGAA},01/06/2010 17:58:00,HRW0550,PC-3738,Logoff
{B2I6-Z1NP04QP-3505AKRY},01/06/2010 17:58:00,JJH0292,PC-5941,Logoff
{M5T8-D6CR51ML-8753OLEL},01/06/2010 17:58:00,NDM0417,PC-9134,Logoff
{F5U9-Z7AW16MP-0811HNGC},01/06/2010 17:58:00,NKP0236,PC-5010,Logoff
{J1V0-C9GU51SM-1388WDJA},01/06/2010 17:59:00,BAH0875,PC-1377,Logoff
{M2G9-G4OW42EB-4637REHE},01/06/2010 17:59:00,JKF0465,PC-6797,Logoff
{A3J4-R1HH36ZE-2520MLOU},01/06/2010 17:59:00,KQS0415,PC-3124,Logoff
{Z9U6-O4RY80DQ-0399NLVR},01/06/2010 17:59:00,NRD0548,PC-4527,Logoff
{P3T5-X3CI28AS-9473NEJR},01/06/2010 17:59:00,ORB0473,PC-5388,Logoff
{K4L5-V5SR31IY-6755XGJD},01/06/2010 17:59:00,THR0873,PC-4804,Logoff
{B0S9-H0QR27CQ-4518APNG},01/06/2010 17:59:00,WIQ0567,PC-6113,Logoff
{U0X5-V1BM73KE-3277AYCL},01/06/2010 18:00:00,AAW0353,PC-8732,Logoff
{W3A3-G9HS07YB-4653YOQJ},01/06/2010 18:00:00,BBS0422,PC-4551,Logoff
{R6W6-Y8NJ20UD-4364PMRV},01/06/2010 18:00:00,BJP0134,PC-0898,Logoff
{D0P1-O2UC38XS-3419JSZB},01/06/2010 18:00:00,CTA0020,PC-3118,Logoff
{L0Z7-T5FU05QR-6274VOCA},01/06/2010 18:00:00,HVF0067,PC-9939,Logoff
{P6S1-C5NZ16RK-6449KVDX},01/06/2010 18:00:00,IJW0851,PC-5552,Logoff
{A1B3-D3GP62RF-7781LYKQ},01/06/2010 18:00:00,IKP0472,PC-3842,Logoff
{A0G9-M7PZ54BC-8313KDBG},01/06/2010 18:00:00,JRH0455,PC-7539,Logoff
{U8Z4-R4DD99EZ-8303HZSD},01/06/2010 18:00:00,KBS0874,PC-5106,Logoff
{R2F9-Q2YU03BX-5854GZMG},01/06/2010 18:00:00,KJJ0293,PC-7425,Logoff
{A5Z5-C0GR82PN-5256AYGR},01/06/2010 18:00:00,KJW0416,PC-4955,Logoff
{E8K5-A3ZZ20LH-5253ERXU},01/06/2010 18:00:00,MES0407,PC-8827,Logoff
{R7T6-I4EC03EC-7757EGMQ},01/06/2010 18:00:00,RMW0542,PC-7543,Logoff
{D4S1-G5OU30DS-3491DHET},01/06/2010 18:00:00,RRP0568,PC-3735,Logoff
{G7C5-M4ES87FU-7466SPSH},01/06/2010 18:00:00,SAP0867,PC-8149,Logoff
{F5A2-A6IK93UK-1643EQSK},01/06/2010 18:00:00,TJB0302,PC-0044,Logoff
{O4M0-R7ZY53IQ-4883ATDM},01/06/2010 18:01:00,CJG0470,PC-2765,Logoff
{A0J3-C5CS50YL-3607GOWC},01/06/2010 18:01:00,HIA0414,PC-6971,Logoff
{T9A9-E4RN05RW-0690SEOA},01/06/2010 18:01:00,ILR0304,PC-5480,Logoff
{B5Z4-D8CP71VI-0109GSBK},01/06/2010 18:01:00,SBH0537,PC-2139,Logoff
{M8A9-C2CJ05NA-8998VPBI},01/06/2010 18:01:00,SGB0140,PC-5647,Logoff
{D4U9-R1OO76XE-5761WKLS},01/06/2010 18:01:00,WTR0563,PC-7572,Logoff
{Q2P3-P3HT91ZT-7131PKTZ},01/06/2010 18:02:00,EGD0132,PC-4211,Logoff
{M7T1-U8IK56YO-1463SRRJ},01/06/2010 18:02:00,FTM0406,PC-1786,Logoff
{J7Y2-T0EI63SA-0495AVYT},01/06/2010 18:02:00,GOK0238,PC-0039,Logoff
{W8R4-C1IQ03VW-7843HAWZ},01/06/2010 18:02:00,HIW0536,PC-5425,Logoff
{D8F2-N4RJ26OX-8223WIJL},01/06/2010 18:02:00,NBC0412,PC-7207,Logoff
{V0A5-S3JA82XI-0733TAZX},01/06/2010 18:02:00,TAP0551,PC-7623,Logoff
{F2E3-K8YF93ZD-9715HBAJ},01/06/2010 18:02:00,TPH0474,PC-7264,Logoff
{B3V2-F8FX11QW-2091ZWSA},01/06/2010 18:02:00,VMJ0546,PC-9000,Logoff
{N2P1-F3QH07PQ-4397HUTO},01/06/2010 18:03:00,CEL0561,PC-8462,Logoff
{S6C5-X0MY91PA-4482NDVX},01/06/2010 18:03:00,CLS0296,PC-7973,Logoff
{I1F7-V1KT54QM-3044ADJL},01/06/2010 18:03:00,GCL0016,PC-9408,Logoff
{U7E0-O2MS02PM-5202NXMF},01/06/2010 18:03:00,SLT0907,PC-1708,Logoff
{K7Q6-U3OE80UO-7812ELKO},01/06/2010 18:03:00,TBT0461,PC-4679,Logoff
{E1Y8-P8DK29OB-0282DACI},01/06/2010 18:04:00,CCM0467,PC-9850,Logoff
{T8G8-F7LX23MG-7925JWJC},01/06/2010 18:04:00,ESH0135,PC-8816,Logoff
{A8C4-S4XT69VM-2122HOCL},01/06/2010 18:04:00,GJD0298,PC-1783,Logoff
{J6V2-M6JG62UE-8886TYDV},01/06/2010 18:04:00,HFB0347,PC-0524,Logoff
{M0N7-U9QZ52OY-1902VFTO},01/06/2010 18:04:00,NCK0421,PC-6960,Logoff
{H0P6-C3KM62LO-1084ZNIM},01/06/2010 18:04:00,PMJ0564,PC-0741,Logoff
{M6U4-O3FQ71UW-9836OCNJ},01/06/2010 18:04:00,POB0343,PC-5864,Logoff
{E8I6-U8FR64YF-5154PJOR},01/06/2010 18:04:00,SSS0345,PC-3543,Logoff
{M6E7-V9RU00HS-6228RSPA},01/06/2010 18:04:00,TAC0300,PC-2131,Logoff
{A3T2-O0DM48GJ-8482XXTA},01/06/2010 18:05:00,AAV0450,PC-6419,Logoff
{G9E9-P0YN23JU-5529VJOB},01/06/2010 18:05:00,AMH0464,PC-2059,Logoff
{Z8Z5-Z5OC02EI-4246GMNK},01/06/2010 18:05:00,CCL0068,PC-7699,Logoff
{V8U0-K3VE12LD-5209YGGB},01/06/2010 18:05:00,FEB0306,PC-7757,Logoff
{D9B0-Q8UY90MH-0102DYFE},01/06/2010 18:05:00,LFS0071,PC-9292,Logoff
{V5P4-P6NN45WL-4137JCLI},01/06/2010 18:05:00,NRF0137,PC-8782,Logoff
{J8J2-N1IW79DG-1487RHQV},01/06/2010 18:05:00,TMA0069,PC-1013,Logoff
{Q1B1-A6MG01ZC-5869AQNX},01/06/2010 18:06:00,GZB0469,PC-3887,Logoff
{Z4G1-H6BG45NT-0964ECYA},01/06/2010 18:06:00,HSB0196,PC-8001,Logoff
{D4U4-M0BV43AS-0292GUUU},01/06/2010 18:06:00,PNL0301,PC-5611,Logoff
{B1J0-J2RQ12AW-8599WUQR},01/06/2010 18:06:00,SOG0411,PC-9390,Logoff
{J4V4-A0ZO53DP-0695KPFE},01/06/2010 18:07:00,AJL0462,PC-7416,Logoff
{H6U5-B0VM55OA-4295UVJK},01/06/2010 18:07:00,CCM0136,PC-3268,Logoff
{X0I6-F9RO62AI-0620APKW},01/06/2010 18:07:00,MIB0904,PC-7811,Logoff
{L1N1-K5HC65KO-4732OBOA},01/06/2010 18:07:00,MYD0978,PC-3401,Logoff
{O8J1-I6RI35IN-8584XEMD},01/06/2010 18:07:00,NUL0471,PC-2085,Logoff
{G3E1-O9GG37SW-9986OCJR},01/06/2010 18:07:00,RGN0408,PC-3687,Logoff
{N5H4-G0JQ31EA-1284TQRP},01/06/2010 18:08:00,AOS0987,PC-5702,Logoff
{X0Y4-W1IS61TH-7508YQNP},01/06/2010 18:08:00,CGF0337,PC-0369,Logoff
{J3X2-V8NI42EB-4956NFDT},01/06/2010 18:08:00,HBO0413,PC-7384,Logoff
{A8Y9-Q2BH66ON-8633JGNR},01/06/2010 18:08:00,HJA0018,PC-3985,Logoff
{T7E4-E5TR42WH-3229ZHXA},01/06/2010 18:08:00,HJS0072,PC-0836,Logoff
{A8M9-X4IJ09CH-4451NTRV},01/06/2010 18:08:00,KBG0549,PC-0146,Logoff
{H2T5-M2OX35GP-0952YPJE},01/06/2010 18:08:00,KPC0073,PC-2638,Logoff
{X7I2-U6QV66BR-7902ULLM},01/06/2010 18:08:00,KPP0452,PC-3989,Logoff
{Q7Z3-K6DR47WY-9415FVFE},01/06/2010 18:08:00,LDG0459,PC-5621,Logoff
{X7N2-S9YC55XQ-5139QZXX},01/06/2010 18:08:00,MGS0974,PC-0351,Logoff
{A9Q4-B4OW47SP-2149YVXN},01/06/2010 18:08:00,SDF0017,PC-1476,Logoff
{C4V1-B6GI95BC-9375LWSX},01/06/2010 18:08:00,WSR0241,PC-3142,Logoff
{N2F7-F7UC90ZX-6559SWWI},01/06/2010 18:08:30,EIS0041,PC-6807,Logon
{U6N3-S5XF51TR-0099GIGS},01/06/2010 18:09:00,ALD0544,PC-7552,Logoff
{A9T4-G4QV39JK-3998TYYR},01/06/2010 18:09:00,ESH0283,PC-1611,Logoff
{U5I6-M5OL10CW-3481SBDY},01/06/2010 18:09:00,JNJ0556,PC-0576,Logoff
{Y2G5-T5SH31BH-1482QGCJ},01/06/2010 18:09:00,PSF0133,PC-4925,Logoff
{B4W6-W3EY59TX-7017OALH},01/06/2010 18:10:00,AAE0190,PC-8915,Logoff
{C5O3-F9IP63MP-5119SAYJ},01/06/2010 18:10:00,KJG0910,PC-7082,Logoff
{Z0Y9-B2EJ89TM-4155DTKR},01/06/2010 18:10:00,VIA0063,PC-2684,Logoff
{X4F7-A6IY01JR-8596ZYXH},01/06/2010 18:11:00,AKK0329,PC-2072,Logoff
{R3T6-W3CU38GM-3330HTOX},01/06/2010 18:11:00,DOP0562,PC-2896,Logoff
{X5M5-D3VI68ZW-6402JJXE},01/06/2010 18:11:00,GTD0898,PC-5066,Logoff
{P8I1-O7FK99TL-8719IEZT},01/06/2010 18:11:00,RDT0424,PC-3742,Logoff
{T9F4-S5ND87XO-2512IAVW},01/06/2010 18:11:00,SMH0291,PC-3571,Logoff
{X9G5-M3IE54SF-5829XVTE},01/06/2010 18:11:52,EZT0640,PC-4124,Logon
{S0H3-P0BV28NK-2172SEBL},01/06/2010 18:11:52,FIR0920,PC-4124,Logoff
{B6P9-Z6GN48VB-0623LMXR},01/06/2010 18:12:00,ANP0555,PC-6173,Logoff
{W1I0-O0VR76EG-2063RTNP},01/06/2010 18:12:00,BVC0790,PC-0008,Logoff
{N8H8-J1LR23ZX-3676EDUM},01/06/2010 18:12:00,CJM0138,PC-8619,Logoff
{P0H6-O2SL14UD-8294BGDN},01/06/2010 18:12:00,ERH0449,PC-1389,Logoff
{Q8K8-D3ZW84XS-1602UUSR},01/06/2010 18:12:00,HKB0418,PC-3651,Logoff
{W8J3-Y1FN38JQ-3244NYOG},01/06/2010 18:12:00,KDT0346,PC-7238,Logoff
{Y7G0-K4SU38KA-2349QERE},01/06/2010 18:12:00,LAP0338,PC-5758,Logoff
{K3H1-D8IO79JL-7608TBZT},01/06/2010 18:12:00,MHH0180,PC-9822,Logoff
{D0T1-R2ML54DQ-0299XBDP},01/06/2010 18:12:00,SHR0334,PC-2924,Logoff
{Q7A6-Z6SW40FI-6126ZKFY},01/06/2010 18:12:00,ZKS0899,PC-8517,Logoff
{A3N1-T3AL72RU-1145FELY},01/06/2010 18:13:00,BDB0453,PC-1949,Logoff
{Q2H7-Y7HW23MT-7988EJRP},01/06/2010 18:13:00,CRP0456,PC-4328,Logoff
{V9E5-R9OU44VS-5568UVPI},01/06/2010 18:13:00,DAR0885,PC-1312,Logoff
{Q0N3-X9JF92AN-9262WCJX},01/06/2010 18:13:00,OQH0183,PC-6602,Logoff
{V4C9-G7BP68RU-5195MMWY},01/06/2010 18:13:00,TEM0977,PC-7401,Logoff
{X6A0-G3DY18UN-7912JOIX},01/06/2010 18:13:00,WKD0013,PC-1837,Logoff
{M7H7-I6GD36AD-1108TOKM},01/06/2010 18:13:00,ZMC0284,PC-3947,Logoff
{N2T1-I4JQ60LB-1824RXHL},01/06/2010 18:13:12,AJF0370,PC-2567,Logon
{W5K0-H6BI19TO-5961GVOS},01/06/2010 18:14:00,ABN0239,PC-9523,Logoff
{W4U7-U8IZ93MX-7707UGMN},01/06/2010 18:14:00,ARB0881,PC-0839,Logoff
{O5O0-Y9PL29RL-5597EWTI},01/06/2010 18:14:00,BXJ0010,PC-2231,Logoff
{U4A0-J4IS60OA-6193NWLB},01/06/2010 18:14:00,EAH0466,PC-3579,Logoff
{W5P6-H3AU83DE-6128PWCT},01/06/2010 18:14:00,GAF0570,PC-0474,Logoff
{W2D9-P7XN69FH-7350DDQE},01/06/2010 18:14:00,GLR0975,PC-5468,Logoff
{X3N3-U8EZ76BH-6047VZHZ},01/06/2010 18:14:00,HGN0287,PC-7865,Logoff
{Q8K5-J5JB42LZ-4832BGCC},01/06/2010 18:14:00,HWM0342,PC-4436,Logoff
{Z0Z2-Z7IP02CU-0743CFJI},01/06/2010 18:14:00,ICH0294,PC-8526,Logoff
{I8Q4-N4RI67RO-5981AFIB},01/06/2010 18:14:00,NAB0903,PC-8239,Logoff
{V4G7-I4SS71QT-4895IXXX},01/06/2010 18:14:00,NMS0280,PC-8262,Logoff
{W3Y8-D2RK10AC-0663MYVF},01/06/2010 18:14:00,NOB0181,PC-3446,Logoff
{P3R5-C4JK41NC-7345CZWX},01/06/2010 18:14:00,PGC0066,PC-8296,Logoff
{F2T4-W8WV88FV-6817CDJB},01/06/2010 18:14:00,THD0448,PC-9979,Logoff
{J0E5-H5ET28AU-7017HMRE},01/06/2010 18:14:00,ZFM0468,PC-6478,Logoff
{N8T6-Z6DP27KK-9259TEGT},01/06/2010 18:15:00,BNG0237,PC-2177,Logoff
{M1H7-L1ZJ33ZU-2313PPYP},01/06/2010 18:15:00,BSS0463,PC-9166,Logoff
{J8X9-L4ZS08VI-7766MIKM},01/06/2010 18:15:00,CAC0889,PC-1941,Logoff
{L4A5-C4ZR25FN-9792BVHB},01/06/2010 18:15:00,CEJ0109,PC-6980,Logoff
{Y4G3-W5QX58LW-8713EAMZ},01/06/2010 18:15:00,CRO0027,PC-0216,Logoff
{M9N2-N9BJ01EV-5685FFAN},01/06/2010 18:15:00,EGD0409,PC-3263,Logoff
{V9H6-V8XA55RA-3011CNRS},01/06/2010 18:15:00,JKM0303,PC-1208,Logoff
{X0U3-A6SN05ZV-8887NTUP},01/06/2010 18:15:00,LUR0896,PC-9067,Logoff
{R3N7-V5NY20WR-1898XCNR},01/06/2010 18:15:00,NCH0179,PC-3695,Logoff
{K0H6-P3BJ20EQ-3506GDGW},01/06/2010 18:15:00,QCH0110,PC-7470,Logoff
{N7O1-W8TK50QV-0305UDZR},01/06/2010 18:15:00,WNB0908,PC-0094,Logoff
{T9N9-J8QE13SG-5850PPMM},01/06/2010 18:15:00,XHG0902,PC-2813,Logoff
{T7W4-X0UT50VP-3176KWUK},01/06/2010 18:15:00,YIC0195,PC-9353,Logoff
{S2X1-O7AB22VT-6601PGOS},01/06/2010 18:16:00,ORG0339,PC-8252,Logoff
{I5C7-R7UV55KR-8486NLWA},01/06/2010 18:16:00,SAT0194,PC-8148,Logoff
{W3I5-U8PH89RO-6777XEEF},01/06/2010 18:16:00,SXM0895,PC-5673,Logoff
{B4X6-B7WY92KG-0294WQCY},01/06/2010 18:16:13,EZT0640,PC-4124,Logoff
{P4P2-E5MN71QC-1903SFTD},01/06/2010 18:16:13,RHL0992,PC-4124,Logon
{T4A9-M0DP43EH-9870UQWI},01/06/2010 18:17:00,PKB0281,PC-2110,Logoff
{O6K2-M0WT12MG-8654HUIE},01/06/2010 18:18:00,BMM0112,PC-5061,Logoff
{A7J3-G8XX34RL-6558OMRX},01/06/2010 18:18:00,CLD0894,PC-6260,Logoff
{T1K4-U9XB67CS-7366IQEE},01/06/2010 18:18:00,HCL0113,PC-6779,Logoff
{S1M4-B1VV98RS-8024YAYU},01/06/2010 18:18:00,HGH0595,PC-7311,Logoff
{M9F2-P7XK73AT-6326SJXP},01/06/2010 18:18:00,SED0886,PC-6221,Logoff
{C8P2-L5XX76ND-1271VIXR},01/06/2010 18:19:00,AGB0186,PC-8410,Logoff
{P6F1-R5HP02PA-5601EBEJ},01/06/2010 18:19:00,BLB0114,PC-5391,Logoff
{N7U3-I1ZS58WN-5250RTXY},01/06/2010 18:19:00,HAC0282,PC-2674,Logoff
{Y1Q5-N4LG17HF-5832XZAN},01/06/2010 18:19:00,JML0909,PC-0724,Logoff
{O2I5-D9RX68ED-9287UMZP},01/06/2010 18:19:00,MJS0890,PC-5016,Logoff
{Z2H3-M0HK18GF-8248MKVJ},01/06/2010 18:19:00,NHH0185,PC-3723,Logoff
{U5G8-N7RV10GE-9455OAHQ},01/06/2010 18:19:48,AJF0370,PC-2567,Logoff
{K5C2-A3JN50BS-4797KUJH},01/06/2010 18:20:00,CSJ0340,PC-1518,Logoff
{M9R6-A4IM43RN-3185XTAF},01/06/2010 18:20:00,EMW0105,PC-1845,Logoff
{Y6M5-L8OS92NY-1215LACP},01/06/2010 18:20:00,HCC0344,PC-2768,Logoff
{P5I9-E5LU13XR-2024SRWL},01/06/2010 18:20:00,IUY0279,PC-9140,Logoff
{W9P6-K4GM62AM-0669JLEO},01/06/2010 18:21:00,CCH0182,PC-0514,Logoff
{Z5S5-O7YE11MR-4917WLOG},01/06/2010 18:21:00,MJB0588,PC-6112,Logoff
{J4G2-J7YG00EJ-2973QOLS},01/06/2010 18:21:00,SNC0187,PC-4753,Logoff
